	228
STATEN ISLAND        NY 10306-1903	1
STATEN ISLAND        NY 10306-1934	1
STATEN ISLAND        NY 10306-2022	1
STATEN ISLAND        NY 10306-2028	1
STATEN ISLAND        NY 10306-2039	1
STATEN ISLAND        NY 10306-2041	1
STATEN ISLAND        NY 10306-2055	2
STATEN ISLAND        NY 10306-2113	2
STATEN ISLAND        NY 10306-2121	1
STATEN ISLAND        NY 10306-2125	1
STATEN ISLAND        NY 10306-2140	1
STATEN ISLAND        NY 10306-2208	1
STATEN ISLAND        NY 10306-2226	1
STATEN ISLAND        NY 10306-2229	1
STATEN ISLAND        NY 10306-2232	1
STATEN ISLAND        NY 10306-2235	1
STATEN ISLAND        NY 10306-2247	1
STATEN ISLAND        NY 10306-2337	2
STATEN ISLAND        NY 10306-2342	1
STATEN ISLAND        NY 10306-2348	1
STATEN ISLAND        NY 10306-2403	1
STATEN ISLAND        NY 10306-2407	1
STATEN ISLAND        NY 10306-2409	1
STATEN ISLAND        NY 10306-2433	1
STATEN ISLAND        NY 10306-2437	1
STATEN ISLAND        NY 10306-2448	2
STATEN ISLAND        NY 10306-2508	1
STATEN ISLAND        NY 10306-2512	1
STATEN ISLAND        NY 10306-2516	1
STATEN ISLAND        NY 10306-2522	1
STATEN ISLAND        NY 10306-2604	1
STATEN ISLAND        NY 10306-2656	1
STATEN ISLAND        NY 10306-2701	1
STATEN ISLAND        NY 10306-2751	1
STATEN ISLAND        NY 10306-2762	1
STATEN ISLAND        NY 10306-2782	1
STATEN ISLAND        NY 10306-2806	1
STATEN ISLAND        NY 10306-2815	2
STATEN ISLAND        NY 10306-2834	1
STATEN ISLAND        NY 10306-2844	2
STATEN ISLAND        NY 10306-2928	1
STATEN ISLAND        NY 10306-2943	1
STATEN ISLAND        NY 10306-2953	1
STATEN ISLAND        NY 10306-3009	2
STATEN ISLAND        NY 10306-3010	1
STATEN ISLAND        NY 10306-3016	1
STATEN ISLAND        NY 10306-3101	1
STATEN ISLAND        NY 10306-3103	1
STATEN ISLAND        NY 10306-3105	1
STATEN ISLAND        NY 10306-3120	1
STATEN ISLAND        NY 10306-3142	1
STATEN ISLAND        NY 10306-3143	1
STATEN ISLAND        NY 10306-3214	1
STATEN ISLAND        NY 10306-3217	1
STATEN ISLAND        NY 10306-3310	1
STATEN ISLAND        NY 10306-3325	1
STATEN ISLAND        NY 10306-3504	1
STATEN ISLAND        NY 10306-3511	1
STATEN ISLAND        NY 10306-3649	1
STATEN ISLAND        NY 10306-3652	1
STATEN ISLAND        NY 10306-3813	1
STATEN ISLAND        NY 10306-3913	1
STATEN ISLAND        NY 10306-3919	1
STATEN ISLAND        NY 10306-3927	1
STATEN ISLAND        NY 10306-4024	1
STATEN ISLAND        NY 10306-4052	1
STATEN ISLAND        NY 10306-4055	1
STATEN ISLAND        NY 10306-4102	1
STATEN ISLAND        NY 10306-4109	1
STATEN ISLAND        NY 10306-4135	1
STATEN ISLAND        NY 10306-4247	1
STATEN ISLAND        NY 10306-4317	1
STATEN ISLAND        NY 10306-4323	1
STATEN ISLAND        NY 10306-4334	1
STATEN ISLAND        NY 10306-4401	1
STATEN ISLAND        NY 10306-4404	1
STATEN ISLAND        NY 10306-4407	1
STATEN ISLAND        NY 10306-4414	2
STATEN ISLAND        NY 10306-4442	2
STATEN ISLAND        NY 10306-4511	1
STATEN ISLAND        NY 10306-4513	1
STATEN ISLAND        NY 10306-4559	1
STATEN ISLAND        NY 10306-4653	1
STATEN ISLAND        NY 10306-4701	1
STATEN ISLAND        NY 10306-4918	1
STATEN ISLAND        NY 10306-4929	2
STATEN ISLAND        NY 10306-4930	1
STATEN ISLAND        NY 10306-4934	1
STATEN ISLAND        NY 10306-4953	1
STATEN ISLAND        NY 10306-5002	1
STATEN ISLAND        NY 10306-5019	1
STATEN ISLAND        NY 10306-5022	1
STATEN ISLAND        NY 10306-5027	1
STATEN ISLAND        NY 10306-5106	1
STATEN ISLAND        NY 10306-5108	1
STATEN ISLAND        NY 10306-5114	1
STATEN ISLAND        NY 10306-5115	1
STATEN ISLAND        NY 10306-5129	2
STATEN ISLAND        NY 10306-5133	1
STATEN ISLAND        NY 10306-5134	1
STATEN ISLAND        NY 10306-5135	2
STATEN ISLAND        NY 10306-5208	1
STATEN ISLAND        NY 10306-5246	1
STATEN ISLAND        NY 10306-5326	1
STATEN ISLAND        NY 10306-5411	1
STATEN ISLAND        NY 10306-5413	1
STATEN ISLAND        NY 10306-5437	1
STATEN ISLAND        NY 10306-5444	1
STATEN ISLAND        NY 10306-5504	1
STATEN ISLAND        NY 10306-5601	1
STATEN ISLAND        NY 10306-5608	3
STATEN ISLAND        NY 10306-5610	1
STATEN ISLAND        NY 10306-5625	1
STATEN ISLAND        NY 10306-5627	1
STATEN ISLAND        NY 10306-5645	1
STATEN ISLAND        NY 10306-5650	1
STATEN ISLAND        NY 10306-5672	1
STATEN ISLAND        NY 10306-5726	1
STATEN ISLAND        NY 10306-5747	3
STATEN ISLAND        NY 10306-5748	1
STATEN ISLAND        NY 10306-5754	1
STATEN ISLAND        NY 10306-5766	1
STATEN ISLAND        NY 10306-5779	1
STATEN ISLAND        NY 10306-5906	1
STATEN ISLAND        NY 10306-5920	1
STATEN ISLAND        NY 10306-5924	1
STATEN ISLAND        NY 10306-5934	1
STATEN ISLAND        NY 10306-5947	1
STATEN ISLAND        NY 10306-6008	1
STATEN ISLAND        NY 10306-6028	1
STATEN ISLAND        NY 10306-6048	1
STATEN ISLAND        NY 10306-6126	1
STATEN ISLAND        NY 10306-6127	1
STATEN ISLAND        NY 10306-6135	1
STATEN ISLAND        NY 10306-6157	2
STATEN ISLAND        NY 10306-6165	1
STATEN ISLAND        NY 10306-6172	1
STATEN ISLAND        NY 10306-6182	1
STATEN ISLAND        NY 10306-6401	1
STATEN ISLAND        NY 10307	1
STATEN ISLAND        NY 10307-0300	1
STATEN ISLAND        NY 10307-1101	1
STATEN ISLAND        NY 10307-1226	1
STATEN ISLAND        NY 10307-1232	1
STATEN ISLAND        NY 10307-1239	1
STATEN ISLAND        NY 10307-1302	1
STATEN ISLAND        NY 10307-1307	1
STATEN ISLAND        NY 10307-1323	1
STATEN ISLAND        NY 10307-1339	1
STATEN ISLAND        NY 10307-1340	1
STATEN ISLAND        NY 10307-1344	1
STATEN ISLAND        NY 10307-1350	1
STATEN ISLAND        NY 10307-1406	1
STATEN ISLAND        NY 10307-1407	1
STATEN ISLAND        NY 10307-1421	1
STATEN ISLAND        NY 10307-1425	1
STATEN ISLAND        NY 10307-1500	1
STATEN ISLAND        NY 10307-1543	1
STATEN ISLAND        NY 10307-1600	1
STATEN ISLAND        NY 10307-1630	2
STATEN ISLAND        NY 10307-1632	1
STATEN ISLAND        NY 10307-1651	2
STATEN ISLAND        NY 10307-1708	2
STATEN ISLAND        NY 10307-1805	1
STATEN ISLAND        NY 10307-1807	1
STATEN ISLAND        NY 10307-1811	2
STATEN ISLAND        NY 10307-1819	2
STATEN ISLAND        NY 10307-1824	1
STATEN ISLAND        NY 10307-1909	1
STATEN ISLAND        NY 10307-1912	1
STATEN ISLAND        NY 10307-1918	1
STATEN ISLAND        NY 10307-1925	1
STATEN ISLAND        NY 10307-1931	1
STATEN ISLAND        NY 10307-1958	1
STATEN ISLAND        NY 10307-1976	1
STATEN ISLAND        NY 10307-1992	1
STATEN ISLAND        NY 10307-1995	1
STATEN ISLAND        NY 10307-2003	1
STATEN ISLAND        NY 10307-2029	1
STATEN ISLAND        NY 10307-2035	2
STATEN ISLAND        NY 10307-2091	1
STATEN ISLAND        NY 10307-2098	1
STATEN ISLAND        NY 10307-2100	3
STATEN ISLAND        NY 10307-2414	1
STATEN ISLAND        NY 10308	7
STATEN ISLAND        NY 10308-0417	1
STATEN ISLAND        NY 10308-0436	1
STATEN ISLAND        NY 10308-1304	1
STATEN ISLAND        NY 10308-1326	1
STATEN ISLAND        NY 10308-1340	1
STATEN ISLAND        NY 10308-1344	1
STATEN ISLAND        NY 10308-1407	1
STATEN ISLAND        NY 10308-1415	1
STATEN ISLAND        NY 10308-1420	1
STATEN ISLAND        NY 10308-1441	1
STATEN ISLAND        NY 10308-1517	1
STATEN ISLAND        NY 10308-1521	1
STATEN ISLAND        NY 10308-1525	1
STATEN ISLAND        NY 10308-1530	1
STATEN ISLAND        NY 10308-1538	1
STATEN ISLAND        NY 10308-1539	1
STATEN ISLAND        NY 10308-1540	1
STATEN ISLAND        NY 10308-1555	1
STATEN ISLAND        NY 10308-1602	2
STATEN ISLAND        NY 10308-1619	1
STATEN ISLAND        NY 10308-1642	1
STATEN ISLAND        NY 10308-1724	2
STATEN ISLAND        NY 10308-1725	1
STATEN ISLAND        NY 10308-1806	1
STATEN ISLAND        NY 10308-1814	1
STATEN ISLAND        NY 10308-1821	1
STATEN ISLAND        NY 10308-1832	1
STATEN ISLAND        NY 10308-1841	1
STATEN ISLAND        NY 10308-1882	1
STATEN ISLAND        NY 10308-1918	1
STATEN ISLAND        NY 10308-1920	1
STATEN ISLAND        NY 10308-1922	2
STATEN ISLAND        NY 10308-1932	1
STATEN ISLAND        NY 10308-1934	1
STATEN ISLAND        NY 10308-1943	1
STATEN ISLAND        NY 10308-2019	1
STATEN ISLAND        NY 10308-2041	2
STATEN ISLAND        NY 10308-2109	1
STATEN ISLAND        NY 10308-2123	1
STATEN ISLAND        NY 10308-2149	1
STATEN ISLAND        NY 10308-2165	1
STATEN ISLAND        NY 10308-2209	1
STATEN ISLAND        NY 10308-2223	1
STATEN ISLAND        NY 10308-2235	1
STATEN ISLAND        NY 10308-2241	1
STATEN ISLAND        NY 10308-2242	1
STATEN ISLAND        NY 10308-2258	1
STATEN ISLAND        NY 10308-2262	2
STATEN ISLAND        NY 10308-2267	1
STATEN ISLAND        NY 10308-2271	1
STATEN ISLAND        NY 10308-2406	1
STATEN ISLAND        NY 10308-2429	1
STATEN ISLAND        NY 10308-2450	1
STATEN ISLAND        NY 10308-2525	1
STATEN ISLAND        NY 10308-2613	1
STATEN ISLAND        NY 10308-2620	1
STATEN ISLAND        NY 10308-2635	1
STATEN ISLAND        NY 10308-2706	2
STATEN ISLAND        NY 10308-2727	1
STATEN ISLAND        NY 10308-2747	1
STATEN ISLAND        NY 10308-2801	1
STATEN ISLAND        NY 10308-2812	1
STATEN ISLAND        NY 10308-2915	1
STATEN ISLAND        NY 10308-2917	23
STATEN ISLAND        NY 10308-3006	1
STATEN ISLAND        NY 10308-3012	1
STATEN ISLAND        NY 10308-3021	1
STATEN ISLAND        NY 10308-3022	1
STATEN ISLAND        NY 10308-3024	1
STATEN ISLAND        NY 10308-3047	1
STATEN ISLAND        NY 10308-3050	1
STATEN ISLAND        NY 10308-3118	1
STATEN ISLAND        NY 10308-3123	1
STATEN ISLAND        NY 10308-3125	1
STATEN ISLAND        NY 10308-3127	2
STATEN ISLAND        NY 10308-3130	1
STATEN ISLAND        NY 10308-3140	2
STATEN ISLAND        NY 10308-3149	1
STATEN ISLAND        NY 10308-3204	1
STATEN ISLAND        NY 10308-3206	1
STATEN ISLAND        NY 10308-3209	1
STATEN ISLAND        NY 10308-3219	1
STATEN ISLAND        NY 10308-3251	1
STATEN ISLAND        NY 10308-3305	1
STATEN ISLAND        NY 10308-3319	1
STATEN ISLAND        NY 10308-3321	1
STATEN ISLAND        NY 10308-3410	1
STATEN ISLAND        NY 10308-3431	1
STATEN ISLAND        NY 10308-3509	1
STATEN ISLAND        NY 10308-3516	1
STATEN ISLAND        NY 10309	7
STATEN ISLAND        NY 10309-1139	1
STATEN ISLAND        NY 10309-1141	1
STATEN ISLAND        NY 10309-1209	1
STATEN ISLAND        NY 10309-1306	1
STATEN ISLAND        NY 10309-1326	1
STATEN ISLAND        NY 10309-1328	1
STATEN ISLAND        NY 10309-1348	2
STATEN ISLAND        NY 10309-1404	1
STATEN ISLAND        NY 10309-1521	1
STATEN ISLAND        NY 10309-1608	1
STATEN ISLAND        NY 10309-1612	1
STATEN ISLAND        NY 10309-1633	1
STATEN ISLAND        NY 10309-1643	1
STATEN ISLAND        NY 10309-1653	1
STATEN ISLAND        NY 10309-1668	1
STATEN ISLAND        NY 10309-1707	1
STATEN ISLAND        NY 10309-1768	2
STATEN ISLAND        NY 10309-1773	1
STATEN ISLAND        NY 10309-1818	1
STATEN ISLAND        NY 10309-1820	1
STATEN ISLAND        NY 10309-1909	1
STATEN ISLAND        NY 10309-1938	1
STATEN ISLAND        NY 10309-1951	1
STATEN ISLAND        NY 10309-1955	1
STATEN ISLAND        NY 10309-1990	1
STATEN ISLAND        NY 10309-1991	2
STATEN ISLAND        NY 10309-2060	2
STATEN ISLAND        NY 10309-2101	1
STATEN ISLAND        NY 10309-2110	1
STATEN ISLAND        NY 10309-2117	1
STATEN ISLAND        NY 10309-2118	2
STATEN ISLAND        NY 10309-2202	1
STATEN ISLAND        NY 10309-2223	1
STATEN ISLAND        NY 10309-2228	1
STATEN ISLAND        NY 10309-2231	1
STATEN ISLAND        NY 10309-2309	1
STATEN ISLAND        NY 10309-2320	1
STATEN ISLAND        NY 10309-2327	1
STATEN ISLAND        NY 10309-2331	1
STATEN ISLAND        NY 10309-2336	1
STATEN ISLAND        NY 10309-2411	1
STATEN ISLAND        NY 10309-2425	1
STATEN ISLAND        NY 10309-2607	1
STATEN ISLAND        NY 10309-2700	8
STATEN ISLAND        NY 10309-2703	1
STATEN ISLAND        NY 10309-2715	1
STATEN ISLAND        NY 10309-2722	2
STATEN ISLAND        NY 10309-2725	1
STATEN ISLAND        NY 10309-2733	1
STATEN ISLAND        NY 10309-2737	2
STATEN ISLAND        NY 10309-2805	1
STATEN ISLAND        NY 10309-2813	1
STATEN ISLAND        NY 10309-2822	2
STATEN ISLAND        NY 10309-2826	1
STATEN ISLAND        NY 10309-2836	4
STATEN ISLAND        NY 10309-2838	1
STATEN ISLAND        NY 10309-2844	1
STATEN ISLAND        NY 10309-2845	1
STATEN ISLAND        NY 10309-2847	4
STATEN ISLAND        NY 10309-2851	1
STATEN ISLAND        NY 10309-2902	1
STATEN ISLAND        NY 10309-2909	1
STATEN ISLAND        NY 10309-2918	1
STATEN ISLAND        NY 10309-2935	1
STATEN ISLAND        NY 10309-2937	1
STATEN ISLAND        NY 10309-3002	1
STATEN ISLAND        NY 10309-3005	2
STATEN ISLAND        NY 10309-3020	1
STATEN ISLAND        NY 10309-3025	1
STATEN ISLAND        NY 10309-3044	1
STATEN ISLAND        NY 10309-3052	1
STATEN ISLAND        NY 10309-3103	5
STATEN ISLAND        NY 10309-3107	1
STATEN ISLAND        NY 10309-3109	1
STATEN ISLAND        NY 10309-3125	1
STATEN ISLAND        NY 10309-3126	1
STATEN ISLAND        NY 10309-3134	1
STATEN ISLAND        NY 10309-3142	1
STATEN ISLAND        NY 10309-3218	1
STATEN ISLAND        NY 10309-3226	2
STATEN ISLAND        NY 10309-3321	1
STATEN ISLAND        NY 10309-3403	1
STATEN ISLAND        NY 10309-3424	1
STATEN ISLAND        NY 10309-3429	1
STATEN ISLAND        NY 10309-3434	1
STATEN ISLAND        NY 10309-3449	1
STATEN ISLAND        NY 10309-3527	1
STATEN ISLAND        NY 10309-3537	1
STATEN ISLAND        NY 10309-3600	1
STATEN ISLAND        NY 10309-3605	1
STATEN ISLAND        NY 10309-3610	1
STATEN ISLAND        NY 10309-3615	1
STATEN ISLAND        NY 10309-3626	1
STATEN ISLAND        NY 10309-3637	1
STATEN ISLAND        NY 10309-3702	1
STATEN ISLAND        NY 10309-3709	1
STATEN ISLAND        NY 10309-3720	17
STATEN ISLAND        NY 10309-3727	1
STATEN ISLAND        NY 10309-3902	1
STATEN ISLAND        NY 10309-3912	1
STATEN ISLAND        NY 10309-3913	1
STATEN ISLAND        NY 10309-3966	1
STATEN ISLAND        NY 10309-3969	1
STATEN ISLAND        NY 10309-3983	1
STATEN ISLAND        NY 10309-4005	1
STATEN ISLAND        NY 10309-4026	2
STATEN ISLAND        NY 10309-4032	2
STATEN ISLAND        NY 10309-4215	1
STATEN ISLAND        NY 10309-4230	1
STATEN ISLAND        NY 10309-4234	1
STATEN ISLAND        NY 10309-4257	1
STATEN ISLAND        NY 10309-4274	1
STATEN ISLAND        NY 10309-4282	1
STATEN ISLAND        NY 10309-4290	1
STATEN ISLAND        NY 10309-4306	1
STATEN ISLAND        NY 10309-4315	2
STATEN ISLAND        NY 10309-4316	1
STATEN ISLAND        NY 10309-4342	1
STATEN ISLAND        NY 10309-4392	1
STATEN ISLAND        NY 10309-4396	1
STATEN ISLAND        NY 10309-4501	2
STATEN ISLAND        NY 10310	1
STATEN ISLAND        NY 10310-1223	1
STATEN ISLAND        NY 10310-1416	1
STATEN ISLAND        NY 10310-1507	1
STATEN ISLAND        NY 10310-1523	1
STATEN ISLAND        NY 10310-1642	1
STATEN ISLAND        NY 10310-1653	1
STATEN ISLAND        NY 10310-1905	1
STATEN ISLAND        NY 10310-1916	1
STATEN ISLAND        NY 10310-2012	1
STATEN ISLAND        NY 10310-2021	1
STATEN ISLAND        NY 10310-2028	1
STATEN ISLAND        NY 10310-2037	1
STATEN ISLAND        NY 10310-2103	1
STATEN ISLAND        NY 10310-2146	1
STATEN ISLAND        NY 10310-2307	1
STATEN ISLAND        NY 10310-2308	1
STATEN ISLAND        NY 10310-2329	1
STATEN ISLAND        NY 10310-2330	1
STATEN ISLAND        NY 10310-2331	1
STATEN ISLAND        NY 10310-2348	1
STATEN ISLAND        NY 10310-2407	1
STATEN ISLAND        NY 10310-2446	2
STATEN ISLAND        NY 10310-2606	1
STATEN ISLAND        NY 10310-2609	1
STATEN ISLAND        NY 10310-2615	2
STATEN ISLAND        NY 10310-2647	1
STATEN ISLAND        NY 10310-2686	1
STATEN ISLAND        NY 10310-2737	1
STATEN ISLAND        NY 10310-2746	1
STATEN ISLAND        NY 10310-2754	1
STATEN ISLAND        NY 10310-2804	1
STATEN ISLAND        NY 10310-2815	1
STATEN ISLAND        NY 10310-2816	1
STATEN ISLAND        NY 10310-2824	1
STATEN ISLAND        NY 10310-2904	1
STATEN ISLAND        NY 10310-2918	2
STATEN ISLAND        NY 10310-2929	1
STATEN ISLAND        NY 10310-3029	1
STATEN ISLAND        NY 10310-3041	2
STATEN ISLAND        NY 10310-3112	1
STATEN ISLAND        NY 10310-3131	1
STATEN ISLAND        NY 10312	15
STATEN ISLAND        NY 10312-0258	1
STATEN ISLAND        NY 10312-1112	1
STATEN ISLAND        NY 10312-1119	1
STATEN ISLAND        NY 10312-1125	1
STATEN ISLAND        NY 10312-1140	1
STATEN ISLAND        NY 10312-1142	1
STATEN ISLAND        NY 10312-1311	1
STATEN ISLAND        NY 10312-1333	1
STATEN ISLAND        NY 10312-1337	1
STATEN ISLAND        NY 10312-1359	1
STATEN ISLAND        NY 10312-1363	1
STATEN ISLAND        NY 10312-1367	1
STATEN ISLAND        NY 10312-1380	1
STATEN ISLAND        NY 10312-1389	1
STATEN ISLAND        NY 10312-1390	1
STATEN ISLAND        NY 10312-1394	1
STATEN ISLAND        NY 10312-1402	1
STATEN ISLAND        NY 10312-1403	1
STATEN ISLAND        NY 10312-1411	1
STATEN ISLAND        NY 10312-1417	1
STATEN ISLAND        NY 10312-1421	1
STATEN ISLAND        NY 10312-1426	1
STATEN ISLAND        NY 10312-1506	1
STATEN ISLAND        NY 10312-1509	1
STATEN ISLAND        NY 10312-1510	1
STATEN ISLAND        NY 10312-1519	1
STATEN ISLAND        NY 10312-1520	1
STATEN ISLAND        NY 10312-1530	1
STATEN ISLAND        NY 10312-1606	1
STATEN ISLAND        NY 10312-1617	1
STATEN ISLAND        NY 10312-1653	1
STATEN ISLAND        NY 10312-1676	1
STATEN ISLAND        NY 10312-1687	2
STATEN ISLAND        NY 10312-1708	1
STATEN ISLAND        NY 10312-1709	1
STATEN ISLAND        NY 10312-1713	1
STATEN ISLAND        NY 10312-1800	1
STATEN ISLAND        NY 10312-1819	1
STATEN ISLAND        NY 10312-1820	1
STATEN ISLAND        NY 10312-1912	1
STATEN ISLAND        NY 10312-1914	2
STATEN ISLAND        NY 10312-1915	1
STATEN ISLAND        NY 10312-1942	1
STATEN ISLAND        NY 10312-1944	1
STATEN ISLAND        NY 10312-1958	1
STATEN ISLAND        NY 10312-1971	1
STATEN ISLAND        NY 10312-2008	1
STATEN ISLAND        NY 10312-2015	1
STATEN ISLAND        NY 10312-2016	1
STATEN ISLAND        NY 10312-2020	1
STATEN ISLAND        NY 10312-2042	1
STATEN ISLAND        NY 10312-2070	1
STATEN ISLAND        NY 10312-2073	1
STATEN ISLAND        NY 10312-2108	1
STATEN ISLAND        NY 10312-2109	1
STATEN ISLAND        NY 10312-2114	1
STATEN ISLAND        NY 10312-2133	1
STATEN ISLAND        NY 10312-2146	2
STATEN ISLAND        NY 10312-2183	1
STATEN ISLAND        NY 10312-2205	1
STATEN ISLAND        NY 10312-2207	1
STATEN ISLAND        NY 10312-2209	1
STATEN ISLAND        NY 10312-2227	3
STATEN ISLAND        NY 10312-2258	1
STATEN ISLAND        NY 10312-2277	1
STATEN ISLAND        NY 10312-2278	1
STATEN ISLAND        NY 10312-2313	1
STATEN ISLAND        NY 10312-2315	3
STATEN ISLAND        NY 10312-2317	1
STATEN ISLAND        NY 10312-2336	1
STATEN ISLAND        NY 10312-2405	1
STATEN ISLAND        NY 10312-2422	1
STATEN ISLAND        NY 10312-2430	1
STATEN ISLAND        NY 10312-2437	2
STATEN ISLAND        NY 10312-2452	2
STATEN ISLAND        NY 10312-2455	1
STATEN ISLAND        NY 10312-2461	1
STATEN ISLAND        NY 10312-2508	1
STATEN ISLAND        NY 10312-2510	1
STATEN ISLAND        NY 10312-2518	1
STATEN ISLAND        NY 10312-2519	2
STATEN ISLAND        NY 10312-2521	1
STATEN ISLAND        NY 10312-2540	1
STATEN ISLAND        NY 10312-2609	1
STATEN ISLAND        NY 10312-2619	1
STATEN ISLAND        NY 10312-2644	2
STATEN ISLAND        NY 10312-2646	1
STATEN ISLAND        NY 10312-2650	1
STATEN ISLAND        NY 10312-2707	1
STATEN ISLAND        NY 10312-2719	1
STATEN ISLAND        NY 10312-2720	2
STATEN ISLAND        NY 10312-2728	2
STATEN ISLAND        NY 10312-2762	1
STATEN ISLAND        NY 10312-2803	1
STATEN ISLAND        NY 10312-2816	1
STATEN ISLAND        NY 10312-2821	1
STATEN ISLAND        NY 10312-2832	1
STATEN ISLAND        NY 10312-2840	1
STATEN ISLAND        NY 10312-2911	1
STATEN ISLAND        NY 10312-2914	1
STATEN ISLAND        NY 10312-2924	1
STATEN ISLAND        NY 10312-2960	1
STATEN ISLAND        NY 10312-3007	1
STATEN ISLAND        NY 10312-3008	1
STATEN ISLAND        NY 10312-3013	1
STATEN ISLAND        NY 10312-3017	2
STATEN ISLAND        NY 10312-3042	1
STATEN ISLAND        NY 10312-3044	3
STATEN ISLAND        NY 10312-3051	1
STATEN ISLAND        NY 10312-3115	2
STATEN ISLAND        NY 10312-3203	1
STATEN ISLAND        NY 10312-3224	1
STATEN ISLAND        NY 10312-3239	1
STATEN ISLAND        NY 10312-3250	1
STATEN ISLAND        NY 10312-3328	1
STATEN ISLAND        NY 10312-3402	1
STATEN ISLAND        NY 10312-3415	1
STATEN ISLAND        NY 10312-3426	1
STATEN ISLAND        NY 10312-3428	1
STATEN ISLAND        NY 10312-3433	1
STATEN ISLAND        NY 10312-3513	1
STATEN ISLAND        NY 10312-3526	1
STATEN ISLAND        NY 10312-3601	2
STATEN ISLAND        NY 10312-3602	1
STATEN ISLAND        NY 10312-3626	1
STATEN ISLAND        NY 10312-3636	1
STATEN ISLAND        NY 10312-3655	1
STATEN ISLAND        NY 10312-3663	2
STATEN ISLAND        NY 10312-3708	1
STATEN ISLAND        NY 10312-3715	1
STATEN ISLAND        NY 10312-3723	2
STATEN ISLAND        NY 10312-3745	1
STATEN ISLAND        NY 10312-3746	2
STATEN ISLAND        NY 10312-3749	1
STATEN ISLAND        NY 10312-3801	1
STATEN ISLAND        NY 10312-3803	2
STATEN ISLAND        NY 10312-3807	2
STATEN ISLAND        NY 10312-3826	1
STATEN ISLAND        NY 10312-3843	1
STATEN ISLAND        NY 10312-4005	2
STATEN ISLAND        NY 10312-4012	1
STATEN ISLAND        NY 10312-4013	1
STATEN ISLAND        NY 10312-4032	1
STATEN ISLAND        NY 10312-4063	1
STATEN ISLAND        NY 10312-4112	1
STATEN ISLAND        NY 10312-4123	1
STATEN ISLAND        NY 10312-4137	1
STATEN ISLAND        NY 10312-4141	1
STATEN ISLAND        NY 10312-4166	1
STATEN ISLAND        NY 10312-4174	1
STATEN ISLAND        NY 10312-4218	1
STATEN ISLAND        NY 10312-4238	1
STATEN ISLAND        NY 10312-4322	1
STATEN ISLAND        NY 10312-4412	2
STATEN ISLAND        NY 10312-4503	1
STATEN ISLAND        NY 10312-4725	1
STATEN ISLAND        NY 10312-4809	2
STATEN ISLAND        NY 10312-4812	4
STATEN ISLAND        NY 10312-4830	1
STATEN ISLAND        NY 10312-4917	1
STATEN ISLAND        NY 10312-4932	1
STATEN ISLAND        NY 10312-5044	1
STATEN ISLAND        NY 10312-5109	3
STATEN ISLAND        NY 10312-5121	1
STATEN ISLAND        NY 10312-5123	1
STATEN ISLAND        NY 10312-5138	1
STATEN ISLAND        NY 10312-5139	1
STATEN ISLAND        NY 10312-5318	1
STATEN ISLAND        NY 10312-5322	1
STATEN ISLAND        NY 10312-5400	2
STATEN ISLAND        NY 10312-5432	1
STATEN ISLAND        NY 10312-5514	1
STATEN ISLAND        NY 10312-5612	1
STATEN ISLAND        NY 10312-5722	1
STATEN ISLAND        NY 10312-5819	1
STATEN ISLAND        NY 10312-5900	1
STATEN ISLAND        NY 10312-5943	1
STATEN ISLAND        NY 10312-6048	1
STATEN ISLAND        NY 10312-6114	1
STATEN ISLAND        NY 10312-6115	1
STATEN ISLAND        NY 10312-6120	1
STATEN ISLAND        NY 10312-6146	2
STATEN ISLAND        NY 10312-6223	1
STATEN ISLAND        NY 10312-6226	1
STATEN ISLAND        NY 10312-6228	1
STATEN ISLAND        NY 10312-6241	1
STATEN ISLAND        NY 10312-6300	1
STATEN ISLAND        NY 10312-6303	1
STATEN ISLAND        NY 10312-6328	1
STATEN ISLAND        NY 10312-6360	1
STATEN ISLAND        NY 10312-6368	2
STATEN ISLAND        NY 10312-6369	1
STATEN ISLAND        NY 10312-6370	1
STATEN ISLAND        NY 10312-6379	1
STATEN ISLAND        NY 10312-6408	1
STATEN ISLAND        NY 10312-6409	1
STATEN ISLAND        NY 10312-6413	1
STATEN ISLAND        NY 10312-6502	1
STATEN ISLAND        NY 10312-6510	1
STATEN ISLAND        NY 10312-6513	1
STATEN ISLAND        NY 10312-6526	1
STATEN ISLAND        NY 10312-6628	1
STATEN ISLAND        NY 10312-6630	1
STATEN ISLAND        NY 10312-6805	1
STATEN ISLAND        NY 10314	20
STATEN ISLAND        NY 10314-0716	1
STATEN ISLAND        NY 10314-1404	1
STATEN ISLAND        NY 10314-1519	1
STATEN ISLAND        NY 10314-1528	1
STATEN ISLAND        NY 10314-1627	1
STATEN ISLAND        NY 10314-1628	1
STATEN ISLAND        NY 10314-1677	1
STATEN ISLAND        NY 10314-1705	1
STATEN ISLAND        NY 10314-1714	2
STATEN ISLAND        NY 10314-1720	1
STATEN ISLAND        NY 10314-1733	1
STATEN ISLAND        NY 10314-1809	1
STATEN ISLAND        NY 10314-1865	1
STATEN ISLAND        NY 10314-1929	1
STATEN ISLAND        NY 10314-1950	1
STATEN ISLAND        NY 10314-1965	1
STATEN ISLAND        NY 10314-2033	1
STATEN ISLAND        NY 10314-2108	1
STATEN ISLAND        NY 10314-2115	1
STATEN ISLAND        NY 10314-2181	1
STATEN ISLAND        NY 10314-2214	1
STATEN ISLAND        NY 10314-2263	1
